Java HotSpot(TM) 64-Bit Server VM (25.121-b13) for windows-amd64 JRE (1.8.0_121-b13), built on Dec 12 2016 18:21:36 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 33227016k(16222872k free), swap 44237064k(18807780k free)
CommandLine flags: -XX:InitialHeapSize=209715200 -XX:MaxHeapSize=209715200 -XX:MaxNewSize=104857600 -XX:NewSize=104857600 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2022-08-16T18:21:16.982+0800: 4.626: [Full GC (Ergonomics) [PSYoungGen: 76204K->62562K(89600K)] [ParOldGen: 102047K->102055K(102400K)] 178252K->164617K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0351323 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.022+0800: 4.666: [Full GC (Ergonomics) [PSYoungGen: 76069K->62562K(89600K)] [ParOldGen: 102055K->102064K(102400K)] 178124K->164626K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0329044 secs] [Times: user=0.13 sys=0.02, real=0.03 secs] 
2022-08-16T18:21:17.091+0800: 4.736: [Full GC (Ergonomics) [PSYoungGen: 76143K->55618K(89600K)] [ParOldGen: 102064K->102069K(102400K)] 178208K->157687K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0335401 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.130+0800: 4.775: [Full GC (Ergonomics) [PSYoungGen: 76740K->63795K(89600K)] [ParOldGen: 102069K->102078K(102400K)] 178810K->165874K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0352477 secs] [Times: user=0.14 sys=0.03, real=0.04 secs] 
2022-08-16T18:21:17.176+0800: 4.821: [Full GC (Ergonomics) [PSYoungGen: 76741K->62809K(89600K)] [ParOldGen: 102078K->102083K(102400K)] 178820K->164893K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0333277 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.212+0800: 4.858: [Full GC (Ergonomics) [PSYoungGen: 75823K->63780K(89600K)] [ParOldGen: 102083K->102136K(102400K)] 177906K->165917K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0353248 secs] [Times: user=0.22 sys=0.00, real=0.04 secs] 
2022-08-16T18:21:17.260+0800: 4.904: [Full GC (Ergonomics) [PSYoungGen: 76354K->67920K(89600K)] [ParOldGen: 102136K->102135K(102400K)] 178491K->170056K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0352465 secs] [Times: user=0.20 sys=0.00, real=0.04 secs] 
2022-08-16T18:21:17.298+0800: 4.942: [Full GC (Ergonomics) [PSYoungGen: 76755K->67910K(89600K)] [ParOldGen: 102135K->102145K(102400K)] 178891K->170056K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0320628 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.332+0800: 4.977: [Full GC (Ergonomics) [PSYoungGen: 75902K->64831K(89600K)] [ParOldGen: 102145K->102152K(102400K)] 178047K->166983K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0319355 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.375+0800: 5.019: [Full GC (Ergonomics) [PSYoungGen: 76785K->61574K(89600K)] [ParOldGen: 102152K->102380K(102400K)] 178937K->163955K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0336122 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.411+0800: 5.056: [Full GC (Ergonomics) [PSYoungGen: 76737K->63622K(89600K)] [ParOldGen: 102380K->102379K(102400K)] 179118K->166001K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0339051 secs] [Times: user=0.16 sys=0.00, real=0.04 secs] 
2022-08-16T18:21:17.457+0800: 5.102: [Full GC (Ergonomics) [PSYoungGen: 76023K->60550K(89600K)] [ParOldGen: 102379K->101397K(102400K)] 178402K->161948K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0349968 secs] [Times: user=0.16 sys=0.02, real=0.04 secs] 
2022-08-16T18:21:17.504+0800: 5.148: [Full GC (Ergonomics) [PSYoungGen: 76196K->59481K(89600K)] [ParOldGen: 101397K->101434K(102400K)] 177594K->160916K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0378943 secs] [Times: user=0.23 sys=0.00, real=0.04 secs] 
2022-08-16T18:21:17.554+0800: 5.200: [Full GC (Ergonomics) [PSYoungGen: 76458K->51290K(89600K)] [ParOldGen: 101434K->101477K(102400K)] 177893K->152767K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0325701 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.596+0800: 5.240: [Full GC (Ergonomics) [PSYoungGen: 76225K->58456K(89600K)] [ParOldGen: 101477K->101472K(102400K)] 177702K->159929K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0313387 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.633+0800: 5.277: [Full GC (Ergonomics) [PSYoungGen: 76704K->60461K(89600K)] [ParOldGen: 101472K->101508K(102400K)] 178177K->161970K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0327976 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.676+0800: 5.321: [Full GC (Ergonomics) [PSYoungGen: 76740K->58443K(89600K)] [ParOldGen: 101508K->101520K(102400K)] 178248K->159964K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0332589 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.714+0800: 5.359: [Full GC (Ergonomics) [PSYoungGen: 75838K->61485K(89600K)] [ParOldGen: 101520K->101545K(102400K)] 177359K->163031K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0318898 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.749+0800: 5.394: [Full GC (Ergonomics) [PSYoungGen: 75891K->62510K(89600K)] [ParOldGen: 101545K->101545K(102400K)] 177437K->164055K(192000K), [Metaspace: 4520K->4520K(1056768K)], 0.0318210 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.792+0800: 5.436: [Full GC (Ergonomics) [PSYoungGen: 76178K->65625K(89600K)] [ParOldGen: 101545K->101544K(102400K)] 177723K->167169K(192000K), [Metaspace: 4521K->4521K(1056768K)], 0.0335498 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.833+0800: 5.477: [Full GC (Ergonomics) [PSYoungGen: 76731K->59479K(89600K)] [ParOldGen: 101544K->101539K(102400K)] 178275K->161018K(192000K), [Metaspace: 4521K->4521K(1056768K)], 0.0339913 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.878+0800: 5.523: [Full GC (Ergonomics) [PSYoungGen: 76349K->59480K(89600K)] [ParOldGen: 101539K->101580K(102400K)] 177889K->161061K(192000K), [Metaspace: 4521K->4521K(1056768K)], 0.0328119 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.917+0800: 5.562: [Full GC (Ergonomics) [PSYoungGen: 76541K->63576K(89600K)] [ParOldGen: 101580K->101575K(102400K)] 178122K->165152K(192000K), [Metaspace: 4521K->4521K(1056768K)], 0.0336624 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2022-08-16T18:21:17.965+0800: 5.610: [Full GC (Ergonomics) [PSYoungGen: 75933K->64644K(89600K)] [ParOldGen: 101575K->101576K(102400K)] 177509K->166221K(192000K), [Metaspace: 4521K->4521K(1056768K)], 0.0340001 secs] [Times: user=0.24 sys=0.00, real=0.04 secs] 
